source1_entity_id	candidate_entity_ids
S1-351950757	S2-118730390,S2-137030548,S2-138117262,S2-154397073,S2-155322370,S2-161592048,S2-179344254,S2-185148108,S2-233414831,S2-337705810,S2-353306250,S2-353940050,S2-368003367,S2-431596819,S2-440543825,S2-443510447,S2-452208391,S2-486810239,S2-519912199,S2-5390612,S2-565305569,S2-573319079,S2-584619937,S2-601199370,S2-639677389,S2-666612729,S2-701706778,S2-717702900,S2-733593008,S2-742235942,S2-761037233,S2-789711070,S2-790711753,S2-795077160,S2-825957189,S2-830797725,S2-847374839,S2-852713078,S2-93542945,S2-947593661
S1-216179293	S2-143614907,S2-146753278,S2-148416682,S2-183904237,S2-189938974,S2-206975659,S2-20761583,S2-220948169,S2-224869315,S2-225286855,S2-227675251,S2-244206320,S2-267461536,S2-281015382,S2-334492498,S2-34846029,S2-377295766,S2-392482719,S2-401331690,S2-401815348,S2-433285729,S2-433443859,S2-439311700,S2-450094765,S2-452747804,S2-465815470,S2-517757570,S2-528595167,S2-533183444,S2-535038971,S2-576519006,S2-583111097,S2-609341136,S2-623549960,S2-694627142,S2-729757929,S2-735378655,S2-738509117,S2-75968193,S2-783499275
S1-418840732	S2-922705289,S2-324738620,S2-410195712,S2-122223547,S2-163963287,S2-175498662,S2-188008901,S2-190315479,S2-198327851,S2-206936573,S2-224633651,S2-234289368,S2-23812106,S2-267871575,S2-274741236,S2-322287551,S2-350762938,S2-355319280,S2-377708352,S2-388568490,S2-422826585,S2-428461775,S2-430379962,S2-457161576,S2-499135039,S2-500927860,S2-503737530,S2-513295627,S2-523972145,S2-553458222,S2-567628871,S2-586442771,S2-587350985,S2-593455704,S2-598338098,S2-602258114,S2-614640857,S2-624388927,S2-631827709,S2-643638573
S1-89687386	S2-93297509,S2-143852128,S2-366901475,S2-387917057,S2-412193148,S2-418255011,S2-528231416,S2-628886632,S2-69706278,S2-70698601,S2-815259707,S2-910735176,S2-918096146,S2-962131090,S2-876268454,S2-101673029,S2-102202242,S2-103096914,S2-104855614,S2-111056035,S2-113064990,S2-11494376,S2-128356611,S2-133367669,S2-13565132,S2-136328599,S2-142230467,S2-148918307,S2-149345266,S2-154339675,S2-156153865,S2-158641226,S2-159701054,S2-163653728,S2-168399481,S2-170738179,S2-172338894,S2-172931305,S2-179104223,S2-185005990
S1-251039333	S2-38422443,S2-797821669,S2-367001916,S2-400642290,S2-165228168,S2-477171381,S2-101037091,S2-123000141,S2-167444822,S2-179889434,S2-199409259,S2-200940437,S2-206603732,S2-238971069,S2-266868981,S2-276863393,S2-286244243,S2-288350124,S2-294114423,S2-294884494,S2-300981975,S2-304210462,S2-310340192,S2-317652563,S2-318964862,S2-335371,S2-338170686,S2-357995340,S2-365786634,S2-368389963,S2-368840229,S2-379722952,S2-380562255,S2-381608526,S2-397361903,S2-430613674,S2-466830047,S2-467659970,S2-504352793,S2-515189936
S1-747808656	S2-121847023,S2-131496838,S2-140006950,S2-171955793,S2-186477879,S2-211034784,S2-261552444,S2-375290924,S2-406285430,S2-431758951,S2-435821843,S2-445637459,S2-449004607,S2-482435715,S2-63873677,S2-684510901,S2-701307524,S2-736427336,S2-749984637,S2-788302197,S2-836223839,S2-849135824,S2-895701269,S2-943996696,S2-965982171,S2-102773684,S2-106912041,S2-11392440,S2-13090762,S2-133129336,S2-137861827,S2-147970318,S2-149157756,S2-160166603,S2-176926975,S2-181972640,S2-20139272,S2-201622152,S2-218242383,S2-220947877
S1-602612250	S2-139603809,S2-150814682,S2-182789318,S2-213208828,S2-225037888,S2-258676677,S2-266101971,S2-272004093,S2-308329661,S2-321991349,S2-508632479,S2-535109554,S2-539393537,S2-558486436,S2-56105139,S2-589161213,S2-594064798,S2-621497277,S2-622773844,S2-640723488,S2-641344610,S2-684555226,S2-69614578,S2-715375320,S2-735560077,S2-73664446,S2-766200550,S2-791429680,S2-803596169,S2-812320141,S2-818696988,S2-839252781,S2-844735754,S2-871163588,S2-940086754,S2-941763879,S2-945865905,S2-973809049,S2-982091290,S2-994827565
S1-741813500	S2-734641211,S2-342193683,S2-567685419,S2-613659871,S2-621662910,S2-698536279,S2-848191174,S2-867352859,S2-939908187,S2-471098424,S2-895818873,S2-187048297,S2-194153985,S2-213531899,S2-238348136,S2-250755887,S2-254422036,S2-305543832,S2-402023314,S2-458586441,S2-492987439,S2-529777829,S2-540177113,S2-619730998,S2-647596679,S2-796933103,S2-854225056,S2-88956503,S2-902261581,S2-93514882,S2-955465076,S2-95839636,S2-100090803,S2-105423216,S2-106916619,S2-110851865,S2-112758569,S2-120549229,S2-124258632,S2-132076324
S1-397935071	S2-463617918,S2-11443748,S2-156153865,S2-157016880,S2-165328783,S2-192039554,S2-198152141,S2-216781981,S2-230946285,S2-233019863,S2-235073168,S2-237879261,S2-255524633,S2-257098293,S2-264731923,S2-285859028,S2-298325802,S2-299350764,S2-301404229,S2-314988928,S2-316755660,S2-318023531,S2-337719093,S2-355365934,S2-399943317,S2-439557023,S2-443502225,S2-464160253,S2-477936301,S2-480438727,S2-481240106,S2-494245166,S2-507136173,S2-562973709,S2-574406918,S2-590386743,S2-634718323,S2-649041998,S2-692034868,S2-700210914
S1-737368602	S2-571714424,S2-64132819,S2-917061924,S2-980417670,S2-114931413,S2-121967890,S2-165484148,S2-179315628,S2-204111235,S2-217204313,S2-252845185,S2-298993932,S2-3256414,S2-337466533,S2-35434231,S2-362515452,S2-372192671,S2-387402384,S2-394603412,S2-404374478,S2-40903337,S2-40991100,S2-421767648,S2-424220142,S2-437890847,S2-448396622,S2-449759599,S2-454552602,S2-483524979,S2-490693855,S2-490922008,S2-541400336,S2-544417919,S2-562224751,S2-564852431,S2-581839876,S2-597158281,S2-620794157,S2-63873677,S2-642952951
S1-62689130	S2-91857743,S2-170759291,S2-138478502,S2-15674679,S2-162535242,S2-236937406,S2-276431458,S2-27930718,S2-300832120,S2-323356682,S2-345921177,S2-383110508,S2-405365194,S2-490491736,S2-51328033,S2-590166315,S2-65465524,S2-66784194,S2-688631666,S2-688897366,S2-726308690,S2-781596499,S2-809013229,S2-815081767,S2-816452613,S2-858691756,S2-871598893,S2-876560810,S2-924719993,S2-996410417,S2-101494118,S2-108103764,S2-111061237,S2-111298661,S2-113588646,S2-113704778,S2-114233191,S2-11509313,S2-115830921,S2-116787993
S1-862191137	S2-153359899,S2-174287088,S2-197761316,S2-20586390,S2-240616492,S2-256654794,S2-301482062,S2-309039396,S2-310254580,S2-332556561,S2-343655850,S2-354762586,S2-360313545,S2-393044280,S2-423141966,S2-464323059,S2-493239067,S2-530812298,S2-55018240,S2-587455746,S2-589195176,S2-635002967,S2-701707198,S2-703034019,S2-707828248,S2-752772744,S2-770769195,S2-79276492,S2-817348757,S2-854373011,S2-877433605,S2-916993203,S2-920330970,S2-925023624,S2-937972433,S2-180466972,S2-295166340,S2-348324150,S2-352198717,S2-516693251
S1-560649724	S2-315231302,S2-354091917,S2-499178765,S2-756033410,S2-84242755,S2-897096894,S2-110084330,S2-12709576,S2-304404558,S2-483453128,S2-484676377,S2-78637488,S2-102838962,S2-11196630,S2-11243137,S2-112997685,S2-115152834,S2-121865480,S2-122123791,S2-12290164,S2-128137532,S2-129437880,S2-131506381,S2-131872909,S2-132230594,S2-133809905,S2-134661626,S2-138827347,S2-147432492,S2-152110557,S2-152847404,S2-152927397,S2-152996985,S2-156054800,S2-158882780,S2-162194884,S2-164631002,S2-165644805,S2-168476862,S2-17162579
S1-330281696	S2-171193711,S2-784877029,S2-103573723,S2-106383133,S2-108927878,S2-109905092,S2-113628773,S2-116329941,S2-123349497,S2-125586840,S2-148986177,S2-163881979,S2-16898407,S2-178156769,S2-189322970,S2-190642185,S2-193344911,S2-219201040,S2-238258130,S2-270217724,S2-271068810,S2-272390130,S2-273325619,S2-280817578,S2-290250154,S2-30096875,S2-301849769,S2-311029819,S2-311049503,S2-311192735,S2-311700940,S2-322536831,S2-327824302,S2-331399833,S2-339977063,S2-354310141,S2-358579471,S2-358756737,S2-404385076,S2-408490440
S1-912855728	S2-181199933,S2-268656082,S2-275634125,S2-311814169,S2-405328308,S2-436783714,S2-505041950,S2-565543920,S2-569513539,S2-591636614,S2-595795733,S2-67020951,S2-79488526,S2-879086133,S2-892880098,S2-903780877,S2-906573783,S2-440580612,S2-4461933,S2-123720543,S2-127333365,S2-136305349,S2-136465789,S2-185878279,S2-187130654,S2-20367392,S2-244546798,S2-257438195,S2-277379643,S2-303726261,S2-311912341,S2-329880992,S2-372857983,S2-384743598,S2-425791839,S2-520527138,S2-52106123,S2-523596603,S2-526814787,S2-537241079
S1-633129109	S2-575329360,S2-100049666,S2-145860486,S2-191198232,S2-332453876,S2-340310418,S2-34266260,S2-448147119,S2-501955897,S2-535968379,S2-546567811,S2-635672260,S2-665573717,S2-698790742,S2-771182527,S2-822985663,S2-859393404,S2-880632384,S2-979954371,S2-118041048,S2-149150649,S2-156460544,S2-164651728,S2-176563567,S2-192982284,S2-202956295,S2-212279628,S2-212646501,S2-221008320,S2-241868453,S2-246517632,S2-247380690,S2-267953222,S2-275578658,S2-291583227,S2-297116737,S2-337227570,S2-364256342,S2-36756641,S2-405063326
S1-939880982	S2-154037334,S2-364836333,S2-396593187,S2-420688149,S2-613711435,S2-662142656,S2-924599001,S2-954699458,S2-12305067,S2-196314395,S2-242648115,S2-342983489,S2-403157826,S2-406202669,S2-418612401,S2-461920484,S2-479907313,S2-488651713,S2-519702183,S2-523715903,S2-558588522,S2-600588678,S2-684075085,S2-708006755,S2-748096290,S2-752095280,S2-798482339,S2-84169767,S2-844348639,S2-859442269,S2-860276435,S2-882926023,S2-924929045,S2-938746096,S2-368200009,S2-118962579,S2-124169707,S2-129052408,S2-144638525,S2-159176232
S1-342429842	S2-120597036,S2-149924065,S2-198769957,S2-20962654,S2-249096208,S2-261804240,S2-297159707,S2-302761744,S2-314344453,S2-320439385,S2-327498542,S2-333280369,S2-396092642,S2-416563781,S2-42297081,S2-427169671,S2-456020855,S2-467011723,S2-483885019,S2-48809813,S2-50811145,S2-515247537,S2-523639593,S2-530452263,S2-540112134,S2-563917445,S2-5707522,S2-584231569,S2-608125026,S2-616887764,S2-618790275,S2-631812018,S2-646192031,S2-663464306,S2-711655735,S2-760266587,S2-819335813,S2-845711227,S2-864379899,S2-876869534
S1-948479685	S2-690216360,S2-835566893,S2-788876489,S2-627389459,S2-655584406,S2-110343431,S2-112370727,S2-115688602,S2-116227998,S2-135225327,S2-136893078,S2-139502679,S2-161174102,S2-169175840,S2-170995935,S2-173394919,S2-173912200,S2-176389985,S2-176399777,S2-186454776,S2-190167199,S2-190698845,S2-196293551,S2-205132293,S2-210523064,S2-210971167,S2-212646501,S2-212698060,S2-215182600,S2-21792334,S2-219242350,S2-222822607,S2-235675362,S2-260726129,S2-265824821,S2-266270928,S2-295564788,S2-297633048,S2-301338150,S2-315230757
S1-449882756	S2-748329687,S2-781015229,S2-124522842,S2-194064310,S2-219322699,S2-269507938,S2-298073453,S2-327047100,S2-360308013,S2-370892711,S2-375279168,S2-399073862,S2-409220710,S2-418473691,S2-530240175,S2-663301829,S2-689943227,S2-759473065,S2-784290937,S2-914733632,S2-965953384,S2-131233276,S2-141726334,S2-143370357,S2-146803446,S2-152479017,S2-157305539,S2-169459363,S2-188798216,S2-189544423,S2-193184988,S2-196497384,S2-20873018,S2-210685709,S2-236419722,S2-239363876,S2-23986578,S2-255134704,S2-258952546,S2-275296572
S1-562163221	S2-102140882,S2-126113089,S2-142738971,S2-147418558,S2-199850824,S2-30303472,S2-424994410,S2-45191299,S2-478314594,S2-486691928,S2-544639758,S2-590156346,S2-598068208,S2-60078962,S2-644359266,S2-702611529,S2-722892973,S2-742354485,S2-788169147,S2-830830561,S2-856550637,S2-907823193,S2-128082143,S2-654175886,S2-764648578,S2-766311908,S2-783499977,S2-913976206,S2-710362585,S2-726813453,S2-100128288,S2-101709806,S2-102907056,S2-116661379,S2-142537195,S2-144672505,S2-170257972,S2-17933853,S2-179792263,S2-190103142
S1-817125131	S2-133984853,S2-269682508,S2-759054215,S2-874938733,S2-432237397,S2-735738014,S2-103505940,S2-112672947,S2-116361245,S2-133129336,S2-14068945,S2-146271507,S2-146892719,S2-158151198,S2-159667236,S2-160166603,S2-175865714,S2-19146148,S2-196967478,S2-206863564,S2-222689397,S2-233248001,S2-241468824,S2-248263159,S2-256724644,S2-277557813,S2-279937166,S2-289500466,S2-345497449,S2-350583491,S2-360131852,S2-366783610,S2-367915011,S2-383629738,S2-384054749,S2-390040337,S2-403844204,S2-407011785,S2-414043936,S2-432522197
S1-863361456	S2-185405451,S2-140694796,S2-487797261,S2-552883907,S2-730333710,S2-119428002,S2-13639996,S2-142086734,S2-158485790,S2-165809100,S2-174868680,S2-195435490,S2-243618862,S2-253215790,S2-253611872,S2-289703780,S2-3028524,S2-32430961,S2-332957565,S2-335864524,S2-358510569,S2-364600012,S2-369868688,S2-372013424,S2-409276453,S2-411895789,S2-41583718,S2-419321728,S2-426397038,S2-435504815,S2-437516262,S2-44038583,S2-462160475,S2-469326217,S2-470025676,S2-485768772,S2-516892088,S2-531085205,S2-537868403,S2-540793107
S1-195381333	S2-174059963,S2-196815431,S2-321676424,S2-424147028,S2-461325533,S2-497821513,S2-533082645,S2-536977972,S2-560603081,S2-611071988,S2-65309950,S2-695804918,S2-697129727,S2-724775790,S2-730222176,S2-73576294,S2-744614392,S2-797865498,S2-859848018,S2-950381919,S2-965881323,S2-998989345,S2-309524721,S2-452679483,S2-9776869,S2-332430964,S2-721227251,S2-267875774,S2-278721294,S2-296176914,S2-384382823,S2-52429330,S2-610332499,S2-635292754,S2-103852320,S2-104469883,S2-110320403,S2-111237832,S2-117568512,S2-117927544
S1-47185754	S2-67020951,S2-181199933,S2-268656082,S2-275634125,S2-311814169,S2-405328308,S2-436783714,S2-505041950,S2-565543920,S2-569513539,S2-591636614,S2-595795733,S2-79488526,S2-879086133,S2-892880098,S2-903780877,S2-906573783,S2-440580612,S2-4461933,S2-123720543,S2-127333365,S2-136305349,S2-136465789,S2-185878279,S2-187130654,S2-20367392,S2-244546798,S2-257438195,S2-277379643,S2-303726261,S2-311912341,S2-329880992,S2-372857983,S2-384743598,S2-425791839,S2-520527138,S2-52106123,S2-523596603,S2-526814787,S2-537241079
S1-103952189	S2-567196618,S2-920812479,S2-598868739,S2-373903641,S2-469595862,S2-470491436,S2-525132744,S2-100706365,S2-104665967,S2-109158013,S2-111671984,S2-113656688,S2-123204923,S2-126969084,S2-133513139,S2-144002220,S2-148219973,S2-151514283,S2-157245246,S2-16075678,S2-175729123,S2-180408468,S2-184810715,S2-186260747,S2-188703049,S2-189093402,S2-190037032,S2-209660350,S2-213927721,S2-219981647,S2-220549298,S2-223377216,S2-236403418,S2-23957124,S2-240841658,S2-259659554,S2-261290105,S2-263028967,S2-267572660,S2-268638596
S1-709742992	S2-105898926,S2-126771418,S2-131455016,S2-137332973,S2-141939448,S2-186918703,S2-190543375,S2-209541867,S2-22775099,S2-237661447,S2-244279568,S2-254506585,S2-272524011,S2-303679667,S2-325643403,S2-339184289,S2-351773656,S2-354257483,S2-415834554,S2-474655847,S2-489524572,S2-510231579,S2-534906411,S2-535959209,S2-588901302,S2-599195929,S2-628500334,S2-629082948,S2-631263357,S2-640382225,S2-645422613,S2-68588338,S2-694064827,S2-69975825,S2-760526183,S2-769299038,S2-824115441,S2-848623859,S2-862959669,S2-867432107
S1-182350424	S2-116958442,S2-151550537,S2-158757260,S2-159921366,S2-197756905,S2-199423721,S2-224958040,S2-271377639,S2-296537744,S2-325615566,S2-334192680,S2-365771045,S2-39562734,S2-435024845,S2-436994728,S2-454450916,S2-623940116,S2-63451480,S2-685993558,S2-716818843,S2-718890943,S2-738629358,S2-800456807,S2-812337561,S2-865716565,S2-918391479,S2-947668546,S2-949176722,S2-978174416,S2-999239957,S2-312161300,S2-383629738,S2-415037794,S2-530648053,S2-607096555,S2-768316595,S2-833915867,S2-888851686,S2-582985378,S2-102319624
S1-529137899	S2-133252993,S2-14278997,S2-182008767,S2-213717745,S2-256654481,S2-289629744,S2-289747687,S2-300552236,S2-303820819,S2-35158435,S2-366009616,S2-394680590,S2-40352314,S2-426381800,S2-445145941,S2-450263165,S2-49789441,S2-503025448,S2-529764898,S2-541080032,S2-591772772,S2-602110547,S2-6228199,S2-637401582,S2-639911613,S2-74236316,S2-751543554,S2-759454754,S2-777591066,S2-804709778,S2-816222622,S2-848817702,S2-953385792,S2-963712907,S2-321972993,S2-351229348,S2-389073880,S2-452180384,S2-19556266,S2-810500558
S1-505090910	S2-877875891,S2-103636129,S2-119421000,S2-157695826,S2-161956716,S2-210712486,S2-220596390,S2-238646336,S2-257923513,S2-26126776,S2-264187723,S2-27041274,S2-3072135,S2-316212117,S2-322926562,S2-348173686,S2-371867210,S2-446798463,S2-456333971,S2-47720371,S2-497225212,S2-569007716,S2-60963378,S2-645008402,S2-679375932,S2-681932720,S2-689834927,S2-698458738,S2-703536654,S2-703594998,S2-727006455,S2-775649499,S2-787582683,S2-804872908,S2-828034699,S2-862633191,S2-911546090,S2-940469449,S2-973292523,S2-97437306
S1-302155210	S2-868488634,S2-778510052,S2-104469883,S2-686297155,S2-759702981,S2-133763910,S2-1677612,S2-19498210,S2-210971167,S2-243424479,S2-283812771,S2-305926086,S2-378024681,S2-410752754,S2-431123253,S2-45495534,S2-460431974,S2-486530273,S2-529685081,S2-53619573,S2-580017481,S2-590824274,S2-605297829,S2-641585373,S2-680289149,S2-733088766,S2-765657391,S2-792029374,S2-80805320,S2-961051600,S2-992331358,S2-100006923,S2-103300986,S2-10623523,S2-106248676,S2-106295375,S2-106383133,S2-106921487,S2-106976296,S2-10732416
S1-672842987	S2-327078880,S2-26666961,S2-836755446,S2-168390561,S2-37732659,S2-438985139,S2-491677118,S2-67855004,S2-925476370,S2-100668940,S2-103505940,S2-105086356,S2-110425320,S2-114328615,S2-11799591,S2-120949661,S2-125203770,S2-126546190,S2-126996401,S2-136607146,S2-139610210,S2-140537645,S2-141889236,S2-141993975,S2-143115589,S2-145819632,S2-147432492,S2-147679503,S2-150219403,S2-161047745,S2-164618338,S2-175765635,S2-181346965,S2-181443225,S2-181641016,S2-185522281,S2-189369955,S2-19884353,S2-204704772,S2-206249991
S1-198041406	S2-310050325,S2-61994815,S2-953643315,S2-145384447,S2-168767588,S2-183081179,S2-28770178,S2-456451002,S2-473427061,S2-474835685,S2-475618120,S2-49068773,S2-567026846,S2-574012282,S2-593487033,S2-636786148,S2-648116305,S2-682450228,S2-762706197,S2-779802137,S2-788776438,S2-855667569,S2-882907234,S2-948932247,S2-953827643,S2-961183932,S2-96541745,S2-968791970,S2-97176259,S2-980305187,S2-10323570,S2-10615658,S2-106261579,S2-109862055,S2-110425320,S2-111723397,S2-114328615,S2-114762618,S2-120350789,S2-121889101
S1-245014023	S2-437957365,S2-101537138,S2-106413714,S2-116030554,S2-125157117,S2-126737141,S2-134876836,S2-136607146,S2-137096222,S2-153629288,S2-155633699,S2-15675812,S2-159175610,S2-177357980,S2-180757604,S2-182529912,S2-182789676,S2-182806587,S2-189226576,S2-206953803,S2-207084937,S2-208325091,S2-224633651,S2-235596503,S2-244495639,S2-248858505,S2-250160561,S2-261179903,S2-265499521,S2-267253726,S2-275402623,S2-309143070,S2-318986054,S2-329676440,S2-344495957,S2-348150760,S2-348992665,S2-351627789,S2-358334842,S2-368743077
S1-964555236	S2-878802195,S2-226993824,S2-656455944,S2-154591991,S2-189991527,S2-259247605,S2-266601241,S2-344085581,S2-507646894,S2-603128651,S2-784592218,S2-797558775,S2-906688770,S2-943366859,S2-105720426,S2-118199917,S2-130743991,S2-13381057,S2-147123883,S2-148143091,S2-148435905,S2-150097313,S2-165622038,S2-168560796,S2-1689156,S2-172032247,S2-176849787,S2-18192700,S2-182112007,S2-191040529,S2-217161866,S2-235119461,S2-236440691,S2-248328837,S2-252363282,S2-283127086,S2-287713041,S2-291424025,S2-296443997,S2-320974130
S1-626914593	S2-115261077,S2-116568778,S2-134662867,S2-182145854,S2-185079657,S2-224909884,S2-275232626,S2-290528059,S2-301551130,S2-30840603,S2-323988714,S2-362690308,S2-36322367,S2-366629006,S2-376459435,S2-397015420,S2-446585847,S2-456360567,S2-459401673,S2-473558311,S2-492031103,S2-510728738,S2-528702149,S2-542690230,S2-568385282,S2-597318626,S2-610591160,S2-643131990,S2-679791481,S2-69140555,S2-693013638,S2-696907374,S2-72007114,S2-731144886,S2-778996169,S2-797130049,S2-798676170,S2-806620029,S2-91977333,S2-929015721
S1-685873514	S2-169784465,S2-254762071,S2-402093403,S2-505242927,S2-526616023,S2-743289828,S2-783721876,S2-721031885,S2-950473625,S2-102252903,S2-404374478,S2-427860775,S2-693884068,S2-101254538,S2-102409556,S2-102773684,S2-103466554,S2-108304064,S2-113801764,S2-116629257,S2-118527996,S2-120614992,S2-121611732,S2-123640222,S2-134708169,S2-135225672,S2-136113375,S2-139182951,S2-141510337,S2-151589139,S2-152056988,S2-155489436,S2-156623730,S2-15970945,S2-159965255,S2-16285602,S2-170119635,S2-172803196,S2-174396474,S2-174609481
S1-778830470	S2-284919985,S2-104299111,S2-125254201,S2-138251942,S2-142859651,S2-200288263,S2-205192437,S2-264493797,S2-285949087,S2-328444878,S2-330553624,S2-360764693,S2-396051454,S2-396171132,S2-403210077,S2-4248647,S2-441765868,S2-469150629,S2-472675182,S2-472828245,S2-476964454,S2-48355564,S2-518781230,S2-541246561,S2-544946376,S2-559968500,S2-63058853,S2-696136001,S2-716047902,S2-726576085,S2-729058852,S2-73503185,S2-752827660,S2-754047147,S2-768263389,S2-773870369,S2-780872035,S2-806462698,S2-817408388,S2-837693953
S1-585509512	S2-205392679,S2-253849262,S2-358455184,S2-398460096,S2-412539123,S2-436471877,S2-546869596,S2-606628661,S2-743716332,S2-84163196,S2-869469547,S2-934989040,S2-374721574,S2-963336602,S2-314140371,S2-107330887,S2-112066657,S2-118199917,S2-119620011,S2-129093659,S2-13208375,S2-132393206,S2-132543275,S2-142513026,S2-148143091,S2-148435905,S2-158711682,S2-162793102,S2-168560796,S2-1689156,S2-169134681,S2-172032247,S2-174290264,S2-181199933,S2-18192700,S2-181999779,S2-189471226,S2-200011965,S2-212548074,S2-226993824
S1-684624531	S2-336358047,S2-368322057,S2-56453857,S2-66472272,S2-77198147,S2-796551785,S2-825274870,S2-831233375,S2-834353592,S2-890073534,S2-892886608,S2-94228576,S2-962180990,S2-136378745,S2-142432539,S2-149751264,S2-153996632,S2-161389991,S2-180999100,S2-18997257,S2-213099480,S2-22700931,S2-230202200,S2-245155784,S2-250454716,S2-254302698,S2-288899312,S2-327045176,S2-328847303,S2-342277032,S2-356162164,S2-357938508,S2-366631404,S2-371739155,S2-383938935,S2-397570933,S2-399290662,S2-399420657,S2-400223550,S2-40573006
S1-277346734	S2-110855273,S2-14589566,S2-168302230,S2-172597897,S2-187760869,S2-220286148,S2-225227362,S2-255930762,S2-258436929,S2-297699519,S2-319866868,S2-321590098,S2-328638969,S2-337652920,S2-362875802,S2-397144890,S2-410049879,S2-418082017,S2-442025933,S2-455660268,S2-465428947,S2-490994155,S2-504663207,S2-518850682,S2-528838135,S2-561969971,S2-615297823,S2-623851883,S2-641677731,S2-650825240,S2-672736825,S2-696179681,S2-696874534,S2-700550944,S2-702488103,S2-731812775,S2-746381588,S2-763013811,S2-763439127,S2-768946792
S1-819659366	S2-133399775,S2-149771411,S2-163093599,S2-184894061,S2-193874788,S2-203962033,S2-216539054,S2-286043316,S2-286812037,S2-289498571,S2-297926954,S2-330149003,S2-331695288,S2-363154872,S2-428354277,S2-447505401,S2-456834905,S2-479113114,S2-493344297,S2-505880166,S2-509782333,S2-521145948,S2-528480286,S2-550443486,S2-560083606,S2-566118456,S2-57584526,S2-584498887,S2-588841288,S2-677073101,S2-677563863,S2-67991974,S2-685696075,S2-688545765,S2-701534263,S2-712374316,S2-726316895,S2-772287291,S2-779660846,S2-78849784
S1-534520678	S2-107569041,S2-113163500,S2-121600861,S2-126411084,S2-133397451,S2-147620702,S2-149945543,S2-170548497,S2-172622109,S2-175456325,S2-180292031,S2-202434604,S2-212370970,S2-21551751,S2-217441407,S2-221543245,S2-234238441,S2-242220369,S2-284439219,S2-337900694,S2-345313911,S2-362105495,S2-362114184,S2-363943539,S2-367370263,S2-371824081,S2-41644685,S2-417391901,S2-42445297,S2-453771647,S2-4599432,S2-466580473,S2-472761225,S2-503956565,S2-507246758,S2-50729650,S2-508793354,S2-510778080,S2-515937605,S2-527810636
S1-155814648	S2-157704406,S2-244606480,S2-415733261,S2-142230467,S2-206201633,S2-214634931,S2-22921912,S2-268447092,S2-279755232,S2-319007520,S2-372218876,S2-436033032,S2-444121358,S2-445125514,S2-44656071,S2-448408033,S2-456981564,S2-473371286,S2-507619867,S2-512260458,S2-514029505,S2-547408435,S2-572014735,S2-698622096,S2-712479570,S2-731617744,S2-74132816,S2-74926451,S2-772422738,S2-870576352,S2-888055946,S2-891245742,S2-893444879,S2-936134585,S2-17772653,S2-781999444,S2-26666961,S2-117680822,S2-207252956,S2-395950811
S1-277159753	S2-241563127,S2-168727642,S2-185231364,S2-217204313,S2-362485279,S2-368772488,S2-454717125,S2-490814405,S2-673704658,S2-746566824,S2-768345893,S2-871017791,S2-88653691,S2-967945314,S2-104522416,S2-107820831,S2-112948226,S2-118487325,S2-119268701,S2-120107482,S2-1240796,S2-127216883,S2-133609214,S2-136612680,S2-139511666,S2-140544302,S2-147848398,S2-149763553,S2-152847404,S2-168799386,S2-179060659,S2-180151192,S2-184864625,S2-185079657,S2-201930224,S2-205000200,S2-205768809,S2-219469380,S2-220541338,S2-222969776
S1-602440532	S2-631138522,S2-104925049,S2-590741440,S2-648960504,S2-650917430,S2-811062300,S2-100601479,S2-27297350,S2-311937560,S2-41269249,S2-45374386,S2-483716893,S2-518872573,S2-539681722,S2-919706463,S2-943690147,S2-104665206,S2-10985621,S2-113903756,S2-11443748,S2-11784308,S2-120889040,S2-138172601,S2-156153865,S2-157016880,S2-158790535,S2-165328783,S2-166296294,S2-172767765,S2-175321029,S2-185194896,S2-18760946,S2-188813326,S2-192039554,S2-198152141,S2-208524001,S2-214727503,S2-216376436,S2-216781981,S2-218208532
S1-996332987	S2-790619030,S2-135712954,S2-146417701,S2-159994333,S2-162277750,S2-185735427,S2-230569230,S2-237243311,S2-246534162,S2-283097035,S2-314925002,S2-315005820,S2-329256726,S2-331920032,S2-371724116,S2-383218892,S2-471156571,S2-487803690,S2-488313976,S2-635911598,S2-738479881,S2-740956922,S2-761127938,S2-776425226,S2-781044699,S2-785661690,S2-816920190,S2-831625227,S2-871870024,S2-924541909,S2-963378378,S2-979515993,S2-985419260,S3-20727238,S3-212514545,S3-696813732,S3-839020948,S3-935370916,S2-200200363,S2-636502988
S1-371279768	S2-294673795,S2-79319126,S2-881234527,S2-863824251,S2-8648579,S2-102235892,S2-104855614,S2-119346994,S2-134301319,S2-142668973,S2-143708384,S2-147749794,S2-153910225,S2-167129557,S2-176810646,S2-194287484,S2-19525996,S2-200624285,S2-208005980,S2-239061874,S2-239404227,S2-243796729,S2-246277961,S2-251819621,S2-253275229,S2-254808637,S2-26664321,S2-274363578,S2-274579033,S2-277557813,S2-288936172,S2-29048708,S2-290546851,S2-292172669,S2-292436026,S2-299325554,S2-31086263,S2-332917911,S2-338933983,S2-340851487
